"Имя","Категории","Описание","Краткое описание","Цена","Изображения","Артикул","video_youtube","pdf_instruction","tovar_articul_product","Название атрибута 1","Значения атрибутов 1","Название атрибута 2","Значения атрибутов 2","Название атрибута 3","Значения атрибутов 3","Название атрибута 4","Значения атрибутов 4","Название атрибута 5","Значения атрибутов 5","Название атрибута 6","Значения атрибутов 6","Название атрибута 7","Значения атрибутов 7","Название атрибута 8","Значения атрибутов 8","Название атрибута 9","Значения атрибутов 9","Название атрибута 10","Значения атрибутов 10","Название атрибута 11","Значения атрибутов 11","Название атрибута 12","Значения атрибутов 12","Название атрибута 13","Значения атрибутов 13","Название атрибута 14","Значения атрибутов 14","Название атрибута 15","Значения атрибутов 15","Название атрибута 16","Значения атрибутов 16","Название атрибута 17","Значения атрибутов 17","Название атрибута 18","Значения атрибутов 18","Название атрибута 19","Значения атрибутов 19","Название атрибута 20","Значения атрибутов 20","Название атрибута 21","Значения атрибутов 21","Название атрибута 22","Значения атрибутов 22"
"Установка для слива и откачки масла/антифриза с подъемной ванной и мерной емкостью, мобильная, объем 70 л KraftWell  арт. KRW1839.70L","Маслосменное > Слив, откачка","
			Современные методы сбора отработанного масла и других технических жидкостей из систем автомобиля постепенно вытесняют устаревшие и неэффективные. Развитие индустрии в области сбора и утилизации отработанных жидкостей позволило создать целую линейку установок для удобной, а главное эффективной работы. Основу конструкции установок составляет емкость с удобной рукояткой, установленная на колесах, что позволяет перемещать ее по твердой горизонтальной поверхности, а пара поворотных колес со стопором делает маневренной. В зависимости от назначения и способа сбора жидкости каждый сможет подобрать себе подходящую установку.

Установка KRAFTWELL, модель KRW1839.70L предназначена для сбора масла, антифриза и других технических жидкостей методом слива самотеком, а также откачкой через щупы. Уменьшенный до 70 литров объем емкости и до 10 литров объем приемной ванны, позволили снизить стоимость установки, сделав ее доступнее, не в ущерб качеству. Высота приемной ванны регулируется позволяя точно подобрать удобное положение при работе, а также защитить от разбрызгивания масла. У основания приемной ванны расположен шаровый кран, перекрывающий слив жидкости в основную емкость до контроля ее состояния. Процедура откачки технических жидкостей через щупы основана на принципе вакуумирования, при котором создается разряжение и жидкость засасывается в емкость, и используется в тех случаях, когда слив невозможен. В комплекте с установкой поставляется набор из 5 щупов различной длины и материала. В дополнение к щупам, установка оснащена прозрачной мерной колбой объемом 9 литров для контроля качества и количества откачиваемой жидкости. Индикатор уровня, расположенный на емкости, показывает ее наполненность и вовремя сигнализирует о необходимости опустошения. Для слива жидкости из установки необходимо подключить сжатый воздух к штуцеру, расположенному в верхней части емкости. Под давлением вся жидкость выливается через гибкий шланг с жестким наконечником в емкость большего объема и затем утилизируется. Давление воздуха контролируется по манометру. Для безопасности на корпусе установлен клапан избыточно давления, который предохраняет стенки от деформации и разрушения.

ВНИМАНИЕ!!! Перед подачей сжатого воздуха, необходимо убедиться, что кран сливного шланга находится в открытом положении.

Конструктивные и функциональные особенности установки KRW1839.70L:

    Сбор технических жидкостей самотеком и откачкой через щупы
    Вместительная емкость на колесах объемом 70 литров
    Регулируемая по высоте приемная ванна. Объем ванны 10 литров
    Пара поворотных колес на шариковых подшипниках
    Удобная рукоятка для перемещения установки по твердой поверхности
    Комплект из 5 щупов различной длины, диаметра и материала
    Прозрачная мерная колба объемом 9 литров
    Индикатор уровня слитой жидкости
    Система безопасного опустошения емкости при помощи сжатого воздуха с клапаном избыточного давления и манометром","Установка для слива и откачки масла и антифриза с круглой подъемной ванной объемом 10 л и мерной емкостью, объем емкости для масла 70 л, с набором щупов, мобильная",20590,"https://www.mkslift.ru/images/products/s_300/17238_Y4G9RPeF9K.jpg","KRW1839.70L",,"/file_process_free.php?file=file2_id:3881",,"Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","с откачкой щупами","Привод","пневмо","Длина шланга/ов","1.5 м.","Объем бака","70 л.","Объем ванны","10 л.","Упак. размеры","550/450/920+280/280/520 Д/Ш/В, мм","Вес брутто","25 кг.","Кол-во мест","2 шт.","Категория","Слив, откачка","Длина","490 мм.","Ширина","430 мм.","Высота","1630 мм.","Вес","22 кг.",,,,,,,,,,,,,,
"Установка для слива масла/антифриза с круглой подъемной ванной, мобильная, объем 70 л KraftWell  арт. KRW1803.70L","Маслосменное > Слив, откачка","
			Современные методы сбора отработанного масла и других технических жидкостей из систем автомобиля постепенно вытесняют устаревшие и неэффективные. Развитие индустрии в области сбора и утилизации отработанных жидкостей позволило создать целую линейку установок для удобной, а главное эффективной работы. Основу конструкции установок составляет емкость с удобной рукояткой, установленная на колесах, что позволяет перемещать ее по твердой горизонтальной поверхности, а пара поворотных колес со стопором делает маневренной. В зависимости от назначения и способа сбора жидкости каждый сможет подобрать себе подходящую установку.

Установка KRAFTWELL, модель KRW1803.70L предназначена для сбора масла, антифриза и других технических жидкостей методом слива самотеком. Уменьшенный до 70 литров объем емкости и до 10 литров объем приемной ванны, позволили снизить стоимость установки, сделав ее доступнее, не в ущерб качеству. Высота приемной ванны регулируется позволяя точно подобрать удобное положение при работе, а также защитить от разбрызгивания масла. У основания приемной ванны расположен шаровый кран, перекрывающий слив жидкости в основную емкость до контроля ее состояния. Индикатор уровня, расположенный на емкости, показывает ее наполненность и вовремя сигнализирует о необходимости опустошения. Для слива жидкости из установки необходимо подключить сжатый воздух к штуцеру, расположенному в верхней части емкости. Под давлением вся жидкость выливается через гибкий шланг с жестким наконечником в емкость большего объема и затем утилизируется. Давление воздуха контролируется по манометру. Для безопасности на корпусе установлен клапан избыточно давления, который предохраняет стенки от деформации и разрушения.

ВНИМАНИЕ!!! Перед подачей сжатого воздуха, необходимо убедиться, что кран сливного шланга находится в открытом положении.
Конструктивные и функциональные особенности установки KRW1803.70L:

    Слив технических жидкостей самотеком
    Вместительная емкость на колесах объемом 70 литров
    Регулируемая по высоте приемная ванна. Объем ванны 10 литров
    Пара поворотных колес на шариковых подшипниках
    Удобная рукоятка для перемещения установки по твердой поверхности
    Индикатор уровня слитой жидкости
    Система безопасного опустошения емкости при помощи сжатого воздуха с клапаном избыточного давления и манометром","Установка для слива масла и антифриза с круглой подъемной ванной, мобильная, 70 л.",13775,"https://www.mkslift.ru/images/products/s_300/17239_adgkwvk75Q.jpg","KRW1803.70L",,"/file_process_free.php?file=file2_id:3883",,"Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","слив самотеком","Длина шланга/ов","1.5 м.","Объем бака","70 л.","Объем ванны","10 л.","Упак. размеры","520/440/910 Д/Ш/В, мм","Вес брутто","18 кг.","Кол-во мест","1 шт.","Категория","Слив, откачка","Длина","490 мм.","Ширина","400 мм.","Высота","1000 мм.","Вес","18 кг.",,,,,,,,,,,,,,,,
"Установка для слива масла/антифриза с круглой подъемной ванной, мобильная, объем 70 л KraftWell  арт. KRW1830.70L","Маслосменное > Слив, откачка","
			Современные методы сбора отработанного масла и других технических жидкостей из систем автомобиля постепенно вытесняют устаревшие и неэффективные. Развитие индустрии в области сбора и утилизации отработанных жидкостей позволило создать целую линейку установок для удобной, а главное эффективной работы. Основу конструкции установок составляет емкость с удобной рукояткой, установленная на колесах, что позволяет перемещать ее по твердой горизонтальной поверхности. В зависимости от назначения и способа сбора жидкости каждый сможет подобрать себе подходящую установку.

Установка KRAFTWELL, модель KRW1830.70L является упрощенной версией установки KRW1803.70L и предназначена для сбора масла, антифриза и других технических жидкостей методом слива самотеком. Основные отличия KRW1830.70L от KRW1803.70L заключаются в отсутствии шарового крана у основания приемной ванны, сливного шланга и системы слива жидкости из бака под давлением. При этом высота приемной ванны также регулируется, позволяя точно подобрать удобное положение при работе, а также защитить от разбрызгивания масла. Индикатор уровня жидкости в баке отсутствует. Для слива жидкости из установки необходимо подключить шланг для слива жидкости к штуцеру, расположенному в нижней части емкости. Шланг в комплект не входит!

Конструктивные и функциональные особенности установки KRW1830.70L:

    Слив технических жидкостей самотеком
    Вместительная емкость на колесах объемом 70 литров
    Регулируемая по высоте приемная ванна. Объем ванны 10 литров
    Одно поворотное колесо на шариковых подшипниках
    Удобная рукоятка для перемещения установки по твердой поверхности","Установка для слива масла и антифриза с круглой подъемной ванной, мобильная, 70 л.",8893,"https://www.mkslift.ru/images/products/s_300/17240_ma3RFk5uzv.jpg","KRW1830.70L",,"/file_process_free.php?file=file2_id:3884",,"Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","слив самотеком","Объем бака","70 л.","Объем ванны","10 л.","Упак. размеры","550/450/920 Д/Ш/В, мм","Вес брутто","20 кг.","Кол-во мест","1 шт.","Категория","Слив, откачка",,,,,,,,,,,,,,,,,,,,,,,,,,
"Пеногенератор вертикальный, 50л KraftWell  арт. KRW1950","Пеногенераторы","
			
    Пеногенератор вертикальный, объем бака 50 литров.
    Работает от сжатого воздуха максимальным давлением 8 бар
    Имеет индикатор уровня жидкости","Пеногенератор вертикальный, объем 50л, воздух 8 бар",19900,"https://www.mkslift.ru/images/products/s_300/17241_C453HyaxVN.jpg","KRW1950",,"/file_process_free.php?file=file2_id:3882",,"Бренд","KraftWell (КНР)","Гарантия","12 мес.","Тип","пеногенератор","Привод","пневмо","Объем бака","50 л.","Упак. размеры","420/410/810 Д/Ш/В, мм","Вес брутто","18 кг.","Кол-во мест","1 шт.","Категория","Пеногенераторы",,,,,,,,,,,,,,,,,,,,,,,,,,
"Датчик ограничения KraftWell  арт. KRW-SQ","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW3FS",2850,"https://www.mkslift.ru/images/products/s_300/17255_YBQcxUWCVb.jpg","KRW-SQ",,,"KRW3FS, KRW3FS/220, KRW3FS_blue","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пневмоцилиндр стопора KraftWell  арт. KRW-PSFS","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW3FS",10688,"https://www.mkslift.ru/images/products/s_300/17256_Vm7V9Ghzr2.jpg","KRW-PSFS",,,"KRW3FS, KRW3FS/220, KRW3FS_blue","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пневмоцилиндр стопора KraftWell  арт. KRW-PSU","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW3.2U",10688,"https://www.mkslift.ru/images/products/s_300/17257_k9w7H76tUP.jpg","KRW-PSU",,,"KRW3.2U, KRW3.2U/220, KRW3.2U_blue","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пневмопадушка силовая KraftWell  арт. KRW260-S1","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW260AB",39188,"https://www.mkslift.ru/images/products/s_300/17258_xfTvGDyUcS.jpg","KRW260-S1",,,"KRW260B","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ремкомплект гидроцилиндра KraftWell  арт. KRW2.7-SKit","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW2.7",1900,"https://www.mkslift.ru/images/gayka200.jpg","KRW2.7-SKit",,,"KRW2.7, KRW2.7L/220, KRW2.7L","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ремкомплект гидроцилиндра KraftWell  арт. KRW4DLU-S50Kit","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW4DLU",2185,"https://www.mkslift.ru/images/products/s_300/17263_8dnKHFhAzP.jpg","KRW4DLU-S50Kit",,,"KRW4DLU/220, KRW4DLU","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Датчик оптический KraftWell  арт. KRW4DLU-S70","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW4DLU",3901,"https://www.mkslift.ru/images/products/s_300/17264_pzSZdS68Yn.jpg","KRW4DLU-S70",,,"KRW4DLU/220, KRW4DLU","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ремень привода OMA-Werther  арт. S0420003800","Запасные части > WERTHER (OMA)","
			Olimp","Olimp 4PJ711W6047",1950,"https://www.mkslift.ru/images/products/s_300/17274_nhSQFaRppy.jpg","S0420003800",,,,"Бренд","OMA-Werther (Италия)","Гарантия","""0"" мес.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Шиномонтажный станок до 26"" для грузовых автомобилей KraftWell  арт. KRW26TE","Шиномонтажное > Шиномонтажи грузовые","
			Грузовое шиномонтажное оборудование наравне с легковым играет очень важную роль в обслуживании автомобилей. В отличие от легковых шин, которые автовладельцы меняют два раза в год – осенью и весной, смена грузовых шин не имеет такой выраженной периодичности, и данная услуга актуальна круглый год. Для демонтажа и монтажа колесных шин грузовых автомобилей, автобусов, а также карьерной и сельскохозяйственной техники используют грузовой шиномонтажный станок. В зависимости от диаметра и ширины колеса выбирают наиболее подходящий шиномонтажный стенд. Большинство дисков грузовых автомобилей и автобусов имеют диаметр 22,5 дюйма. Для работы с такими дисками подходит шиномонтажный станок с диаметром зажимаемых дисков до 26 дюймов. Для сельскохозяйственной и карьерной техники наиболее подходящими считаются станки с диаметром зажимаемых дисков до 42 или до 56 дюймов. 
Грузовые шиномонтажные станки KRAFTWELL разработаны в соответствии с высокими стандартами качества на одном из ведущих заводов Китая и представлены во всех перечисленных типоразмерах. Таким образом, любой грузовой автосервис или шиномонтажная мастерская может оснастить участок по замене шин в зависимости от типа обслуживаемой техники. 
Конструктивные и функциональные особенности шиномонтажного станка KRW26TE: 

    Диаметр зажимаемых дисков от 14 до 26 дюймов
    Максимальный диаметр колеса 1600 мм (63"")
    Ширина колеса до 780 мм (30"")
    Вес колеса до 500 кг
    Универсальный 4-х кулачковый гидравлический зажим
    Двухскоростной двигатель вращения зажима, а также вращение по часовой и против часовой стрелки
    Гидравлический привод перемещения рабочей головки с регулировкой давления
    Гидравлический привод подъема и опускания зажимного устройства
    Механизм быстрой смены отжимного диска и демонтажного захвата
    Мобильная стойка управления станком с джойстиком
    Возможность работать со стальными и легкосплавными дисками
    Подходит для монтажа и демонтажа бескамерных шин и шин с камерой
    Зажим и 2 монтажки в комплекте","Станок шиномонтажный для колес грузовых автомобилей и автобусов, 1,5+2,2 кВт, 380 В, диаметр дисков 14-26"", максимальный диаметр колеса 1600 мм (63""), ширина колеса до 780 мм (30""), вес колеса до 500 кг., универсальный 4-х кулачковый зажим, мобильная стойка управления. Может использоваться с камерными и бескамерными колесами.",450063,"https://www.mkslift.ru/images/products/s_300/17281_s3zVUESkR4.jpg","KRW26TE",,"/file_process_free.php?file=file2_id:3898","H923, H924, H993, H992, KRW26T-S422, KRW26T-S623, KRW26T-S604, KRW26T-S208, KRW26T-S303, KRW26T-S418, KRW26T-S311, KRW26T-S1009, KRW26T-S1008, KRW26T-S603, KRW26T-S106, KRW26T-S102, KRW26T-S322","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Сеть","380 В","Тип","полуавтомат","Взрывная подкачка","нет","Скоростей",2,"Размер диска до","14-26 ""","Ширина колеса до","780 мм.","Упак. размеры","2000/1600/900 Д/Ш/В, мм","Вес брутто","633 кг.","Кол-во мест","1 шт.","Категория","Шиномонтажи грузовые","Мощность","1,5+2,2 кВт","Цвет","серый","Размер диска (изнутри)","14-26 ""","Диаметр колеса до","1600 мм.",,,,,,,,,,,,
"Шиномонтажный станок до 42"" для грузовых автомобилей KraftWell  арт. KRW42TE","Шиномонтажное > Шиномонтажи грузовые","
			Грузовое шиномонтажное оборудование наравне с легковым играет очень важную роль в обслуживании автомобилей. В отличие от легковых шин, которые автовладельцы меняют два раза в год – осенью и весной, смена грузовых шин не имеет такой выраженной периодичности, и данная услуга актуальна круглый год. Для демонтажа и монтажа колесных шин грузовых автомобилей, автобусов, а также карьерной и сельскохозяйственной техники используют грузовой шиномонтажный станок. В зависимости от диаметра и ширины колеса выбирают наиболее подходящий шиномонтажный стенд. Большинство дисков грузовых автомобилей и автобусов имеют диаметр 22,5 дюйма. Для работы с такими дисками подходит шиномонтажный станок с диаметром зажимаемых дисков до 26 дюймов. Для сельскохозяйственной и карьерной техники наиболее подходящими считаются станки с диаметром зажимаемых дисков до 42 или до 56 дюймов. 
Грузовые шиномонтажные станки KRAFTWELL разработаны в соответствии с высокими стандартами качества на одном из ведущих заводов Китая и представлены во всех перечисленных типоразмерах. Таким образом, любой грузовой автосервис или шиномонтажная мастерская может оснастить участок по замене шин в зависимости от типа обслуживаемой техники. 
Конструктивные и функциональные особенности шиномонтажного станка KRW42TE:  

    Диаметр зажимаемых дисков от 14 до 42 дюймов
    Максимальный диаметр колеса 2300 мм (90"")
    Ширина колеса до 1050 мм (41"")
    Вес колеса до 1200 кг
    Универсальный 4-х кулачковый гидравлический зажим
    Двухскоростной двигатель вращения зажима, а также вращение по часовой и против часовой стрелки
    Гидравлический привод перемещения рабочей головки с регулировкой давления
    Гидравлический привод подъема и опускания зажимного устройства
    Механизм быстрой смены отжимного диска и демонтажного захвата
    Мобильная стойка управления станком с джойстиком
    Возможность работать со стальными и легкосплавными дисками
    Подходит для монтажа и демонтажа бескамерных шин и шин с камерой
    Зажим и 2 монтажки в комплекте","Станок шиномонтажный для колес грузовых автомобилей и автобусов, 2,2+2,2 кВт, 380 В, диаметр дисков 14-42"", максимальный диаметр колеса 2300 мм (90""), ширина колеса до 1050 мм (41""), вес колеса до 1200 кг., универсальный 4-х кулачковый зажим, мобильная стойка управления. Может использоваться с камерными и бескамерными колесами.",575000,"https://www.mkslift.ru/images/products/s_300/17283_wVyQdYHzKq.jpg","KRW42TE",,"/file_process_free.php?file=file2_id:3899","H923, H924, H993, H992, KRW42-S539, KRW42-S529, KRW42-S528, KRW42-S526, KRW42-S531, KRW42-S525, KRW42-S540, KRW42-S623, KRW42-S604, KRW42-S208, KRW42-S318, KRW42-S202, KRW42-S423, KRW42-S3008, KRW42-S3009, KRW42-S603, KRW42-S106, KRW42-S102, KRW42-S314","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Сеть","380 В","Тип","полуавтомат","Взрывная подкачка","нет","Скоростей",2,"Размер диска до","14-42 ""","Ширина колеса до","1050 мм.","Упак. размеры","2130/1850/1050 Д/Ш/В, мм","Вес брутто","850 кг.","Кол-во мест","1 шт.","Категория","Шиномонтажи грузовые","Мощность","2,2+2,2 кВт","Цвет","серый","Размер диска (изнутри)","14-42 ""","Диаметр колеса до","2300 мм.","Вес колеса до","1600 кг.",,,,,,,,,,
"Манометр 15-30t MEGA  арт. A-5121","Запасные части > MEGA",,"KMG15",4622,"https://www.mkslift.ru/images/gayka200.jpg","A-5121",,,,"Бренд","MEGA (Испания)","Гарантия","24 мес.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ремкомплект гидроцилиндра KraftWell  арт. KRW3.2-SKit","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW3.2",3250,"https://www.mkslift.ru/images/gayka200.jpg","KRW3.2-SKit",,,"KRW3.2U, KRW3.2U/220, KRW3.2U_blue","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ремкомплект гидроцилиндра KraftWell  арт. YG07-9100Kit","Запасные части > Запчасти KRAFTWELL > Подъемники",,"KRW5.5MXL",7125,"https://www.mkslift.ru/images/products/s_300/17288_dT5bR7KBeU.jpg","YG07-9100Kit",,,"KRW5.5MXL","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Подъемники",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Штифт регулировки высоты KraftWell  арт. 0525001","Запасные части > Запчасти KRAFTWELL > Гайковерты",,"KRW12",6825,"https://www.mkslift.ru/images/products/s_300/17305_u2YWuywQVg.jpg",525001,,,"KRW12, KRW12_red","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Гайковерты",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ремкомплект насоса KraftWell  арт. KRWPR20Kit3","Запасные части > Запчасти KRAFTWELL > Общегаражное оборудование",,"KRWPR20 / SHP22Pro / RHP20A 28х35,5х5 12х5,4х5,4",570,"https://www.mkslift.ru/images/products/s_300/17306_c2xApqHNNU.jpg","KRWPR20Kit3",,,"KRWPR20F, KRWPR20A, KRWPR20","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Общегаражное оборудование",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Пневмопедаль управления KraftWell  арт. KRW300Pedal","Запасные части > Запчасти KRAFTWELL > Станки специальные","
			KRW300","KRW300",6004,"https://www.mkslift.ru/images/products/s_300/17309_saKe8Z32g5.jpg","KRW300Pedal",,,"KRW300S, KRW300","Бренд","KraftWell (КНР)","Гарантия","12 мес.","Категория","Общегаражное оборудование",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Насос масляный пневматический модульный APAC  арт. 1778.B","Маслосменное > Насосы, шланги","
			Модульный пневматический насос APAC 1778.В предназначен для подачи (заправки) масла средней и высокой вязкости на средние расстояния. Используется в автомобильных сервисах, автотранспортных предприятиях, на производствах.

Пневматический насос APAC 1778.В, монтируемый на стену при помощи специальных приспособлений, подходит для различного использования посредством установки модульных насадок. Корпус насоса изготовлен из алюминия. Коэффициент сжатия насоса 5:1, производительность составляет 14 л/мин. Максимальная вязкость подаваемого масла ﻿SAE 250. Насос поставляется с кольцом бочки.","Пневматический насос для масла модульный, Коэффициент сжатия  5:1, производительность  14 л/мин.",42753,"https://www.mkslift.ru/images/products/s_300/17313_sSsnHDt7z2.jpg","1778.B",,"https://www.mkslift.ru/UserFiles/files/Certificates/APAC/APAC_05082022.pdf",,"Бренд","APAC (Италия)","Гарантия","12 мес.","Тип","Для масла","Привод","пневмо","Произв-ть","14 л/мин.","Вязкость макс.","SAE 250","Коэфф. сжатия","5:1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Установка для откачки масла, 30 л APAC  арт. 1830.30","Маслосменное > Слив, откачка","
			Пневматическая установка APAC 1830.30 с металлическим резервуаром объемом 30 литров предназначена для откачки отработанного масла из двигателей, коробок передач и дифференциалов различных транспортных средств. Используется в автосервисах и на станциях технического обслуживания автомобилей.

Откачка масла передвижной установкой APAC 1830.30 происходит путем отсасывания при помощи прилагаемых щупов. После создания вакуума в установке она работает самостоятельно, нет необходимости в постоянном подключении к сети сжатого воздуха. Установка оснащена вакуумметром для контроля силы всасывания, отсасывающим шлангом длиной 2 м с соединением щупа. В комплектацию включены 6 заборных щупов, а также коннекторы для встроенных щупов для автомобилей Volkswagen, BMW и Mercedes-Benz. Опорожнение бака происходит ручным способом. Для удобства перемещения установки по цеху она укомплектована ручкой и колесами.","Установка для откачки масла, 30 л, шланг 2 м, 6 щупов.",19303,"https://www.mkslift.ru/images/products/s_300/17314_yyCQM7wfyE.jpg","1830.30",,"https://www.mkslift.ru/UserFiles/files/Certificates/APAC/APAC_05082022.pdf",,"Бренд","APAC (Италия)","Гарантия","12 мес.","Тип","С откачкой щупами","Привод","пневмо","Длина шланга/ов","2 м.","Объем бака","30 л.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Нагнетатель масла мобильный, с пневмоприводом, 50 л, цифровой счетчик APAC  арт. 1915","Маслосменное > Нагнетатели, шприцы, лейки","
			Передвижная пневматическая установка APAC 1915 с баком объемом 50 литров предназначена для распределения жидких масел. Используется для заполнения моторными маслами автомобилей и другой техники в условиях автосервиса, мастерской, а также при обслуживании транспортных средств на удалении от стационарных СТОА.

Пневматический нагнетатель для раздачи автомобильных масел APAC 1915 оснащен манометром контроля давления, гибким прочным шлангом длиной 1,5 м, индикатором уровня масла. Надежный пистолет имеет гибкий носик, автоматический клапан и цифровой счетчик (расходомер). Пропускная способность пистолета составляет 35 л/мин. Для удобства перемещения установка оснащена ручкой и двумя колесами.","Установка для раздачи масла пневматическая, 50 л, цифровой счетчик, гибкий носик, шланг 1,5 м",59488,"https://www.mkslift.ru/images/products/s_300/17317_VhGhqbaWYF.jpg",1915,,"https://www.mkslift.ru/UserFiles/files/Certificates/APAC/APAC_05082022.pdf",,"Бренд","APAC (Италия)","Гарантия","12 мес.","Тип","Для масла","Привод","пневмо","Длина шланга/ов","1.5 м.","Объем бака","50 л.","Произв-ть","35 л/мин.","Упак. размеры","400/400/1100 Д/Ш/В, мм","Вес брутто","15 кг.","Кол-во мест","1 шт.",,,,,,,,,,,,,,,,,,,,,,,,
"Комплект для раздачи масла из бочек мобильный, с тележкой APAC  арт. 1761","Маслосменное > Комплекты для раздачи из бочек","
			Комплект APAC 1761 с тележкой предназначен для подачи (заправки) моторного и трансмиссионного масла из бочек 50-60 кг в любых рабочих условиях. Применяется на станциях технического обслуживания автомобилей, в автосервисах, транспортных предприятиях. 

Пневматический насос установки для заправки маслом APAC 1761, изготовленный из алюминия и углеродистой стали, имеет степень сжатия 3:1, производительность 12 л/мин и всасывающую трубу длиной 730 мм. К нему подсоединены подающий шланг 1/2"" длиной 4 м и дозировочный пистолет с гибким наконечником, электронным расходомером и автоматическим клапаном. Оцинкованная тележка небольшого размера, выдерживающая бочки массой 50-60 кг, оснащена 2 закрепленными и 2 поворотными колесами, а также ручкой, что делает её очень удобной при перемещении по ремонтной зоне. Кроме этого она имеет опору для насоса и крючок для подвешивания заправочного пистолета. Установка подойдет для заправки маслом максимальной вязкостью ﻿до SAE 150 легковых и грузовых автомобилей, строительной и другой крупной техники.","Установка для раздачи масла с насосом для бочек 50-60 кг, на тележке, степень сжатия 3:1, производительность 12 л/мин",89502,"https://www.mkslift.ru/images/products/s_300/17318_NczuTWHutk.jpg",1761,,"https://www.mkslift.ru/UserFiles/files/Certificates/APAC/APAC_05082022.pdf",,"Бренд","APAC (Италия)","Гарантия","12 мес.","Тип","Для масла","Привод","пневмо","Длина шланга/ов","4 м.","Произв-ть","12 л/мин.","Для бочек","50-60 кг.","Вязкость макс.","SAE 150","Коэфф. сжатия","3:1",,,,,,,,,,,,,,,,,,,,,,,,,,
